SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214
44.4,0.846,0.096,0.3,3.2,0.1,2.2,0.038,81.1
50.4,0.707,0.078,0.5,17.3,0.1,3.5,0.134,58.8
50.6,0.8,0.167,0.4,0.6,0,2.2,0.025,78
47.3,0.633,0.34,0.4,0.3,0.2,1.8,0.042,60.2
53.2,0.657,0.285,0.5,3.1,0.1,2.1,0.033,63.1
51.4,0.872,0.095,0.3,0.6,0,2.4,0.021,85.3
49.7,0.737,0.151,1.3,6,0.2,3.7,0.337,43.9
49.1,0.694,0.15,1.3,10.3,0.3,3.7,0.355,38.3
54,0.514,0.451,0.4,1,0,2,0.048,47.6
51.7,0.877,0.092,0.3,0.7,0.1,2.1,0.021,85.8
51.6,0.621,0.349,0.3,0.9,0.1,1.7,0.027,60.1
50.8,0.796,0.177,0.4,0.4,0,1.8,0.022,77.9
47.9,0.872,0.042,0.3,5.9,0.1,2.2,0.03,84.7
51.4,0.844,0.125,0.5,0.6,0,1.9,0.035,81.7
49,0.819,0.137,1,1.1,0,2.3,0.026,79.7
51.6,0.509,0.411,0.6,3.2,0.2,4,0.085,45.2
47.8,0.492,0.427,0.7,3.7,0.2,3.5,0.075,44
51.6,0.616,0.352,0.3,0.9,0.2,1.8,0.085,54.1
50.5,0.734,0.248,0.2,0.3,0.1,1.2,0.036,70.2
52.7,0.893,0.066,0.3,1.5,0,2.3,0.033,86.3
47,0.579,0.394,0.7,0.4,0.1,1.5,0.04,55.2
51,0.826,0.132,0.4,1.1,0.1,2.6,0.043,79
50.4,0.96,0.022,0.2,0.4,0,1.1,0.019,94.4
50.9,0.924,0.058,0.5,0.3,0,1,0.028,89.9
53.8,0.184,0.776,0.4,1.2,0.2,2.2,0.044,15.9
50.9,0.763,0.217,0.3,0.5,0,1.3,0.024,74.2
50.5,0.944,0.012,0.4,2.4,0,1.6,0.023,92.4
52,0.418,0.534,0.5,1.4,0.1,2.8,0.04,39.3
46.3,0.852,0.126,0.3,0.6,0,1.2,0.02,83.5
50.9,0.64,0.326,0.3,1.2,0.1,1.7,0.025,62.4
45.1,0.618,0.322,0.8,1.8,0.4,3,0.076,56.3
50.2,0.644,0.215,1.1,8.4,0.2,4.4,0.22,45.7
49.9,0.924,0.053,0.2,0.6,0,1.5,0.015,91.1
52.5,0.86,0.091,0.2,2.4,0.1,2.2,0.032,83.2
50.2,0.924,0.046,0.2,0.8,0.1,2,0.034,89.2
44.5,0.67,0.3,0.4,0.7,0,1.8,0.065,61.3
52.3,0.447,0.497,0.6,2.4,0.2,2.2,0.066,40.2
52,0.89,0.058,0.2,3.2,0,1.7,0.027,86.8
52.3,0.654,0.29,0.4,2.3,0.1,2.8,0.059,60.7
50.6,0.945,0.027,0.6,0.6,0,1.5,0.016,93.1
51,0.951,0.021,0.6,0.7,0,1.5,0.06,90.1
51.2,0.978,0.01,0.2,0.2,0,0.7,0.011,96.9
52.2,0.885,0.073,0.3,1.9,0,1.9,0.032,86
49.9,0.979,0.008,0.3,0.2,0.1,0.7,0.013,96.8
51.2,0.948,0.024,0.4,0.8,0,1.6,0.068,88.8
51,0.959,0.024,0.2,0.4,0,1.2,0.018,94.3
48.1,0.615,0.361,0.4,0.3,0,1.6,0.013,60.7
50.8,0.773,0.161,0.4,2.7,0.2,3.3,0.087,70.1
49.6,0.74,0.18,0.7,3.3,0.2,3.9,0.113,64.8
55,0.838,0.12,0.3,1.2,0,2.6,0.028,81.5
51.7,0.524,0.429,0.4,1.8,0.1,2.3,0.037,49.9
50.7,0.535,0.438,0.4,0.4,0,1.8,0.017,52.3
40.6,0.405,0.575,0.4,0.5,0,1.1,0.028,38.6
50.3,0.946,0.034,0.2,0.7,0,1.1,0.009,93.8
50.8,0.686,0.2,0.5,6.8,0.2,4,0.077,62.9
50.1,0.912,0.051,0.5,1.1,0.1,2.1,0.041,87.5
50.7,0.97,0.015,0.2,0.6,0,0.8,0.014,95.6
52.6,0.837,0.117,0.5,0.9,0,3.2,0.07,77.8
51.4,0.685,0.274,0.8,0.8,0.1,2.4,0.061,63.6
53.5,0.751,0.15,0.3,6.4,0.1,3.1,0.071,69.2
50.4,0.818,0.116,0.9,2.7,0.1,3,0.164,67.5
48.2,0.93,0.054,0.2,0.4,0,1,0.012,92
51.1,0.951,0.029,0.2,0.6,0,1.3,0.011,94.1
50.7,0.771,0.134,0.5,5.5,0.2,3.3,0.058,72.5
49.9,0.95,0.01,0.2,1.8,0,1.9,0.022,93.2
51.5,0.964,0.01,0.4,0.9,0.1,1.3,0.018,94.9
50.3,0.963,0.008,0.5,0.8,0,1.5,0.015,95.1
51.1,0.917,0.024,0.3,3.5,0,2.1,0.022,89.9
49.6,0.972,0.004,0.6,0.4,0,1.4,0.013,96.1
50.3,0.955,0.007,1,0.6,0,2.2,0.014,94.3
50.2,0.948,0.007,1.3,0.4,0.1,2.8,0.018,93.4
50.1,0.964,0.008,0.4,0.6,0,1.7,0.016,95
50.3,0.968,0.006,0.3,0.5,0,1.7,0.013,95.7
49.8,0.967,0.007,0.6,0.4,0,1.5,0.013,95.6
50.9,0.97,0.006,0.3,0.7,0,1.4,0.013,95.9
50.6,0.96,0.009,0.3,0.9,0,1.9,0.019,94.4
51,0.955,0.012,0.3,1.1,0.1,1.9,0.021,93.7
51.1,0.962,0.009,0.3,1.1,0,1.6,0.014,95
49.1,0.906,0.014,5,1.5,0.1,1.5,0.62,35.6
51.8,0.944,0.006,1.6,0.9,0.2,2.4,0.036,91.3
49.8,0.91,0.016,1.3,3,0.2,2.9,0.204,72.3
50.1,0.938,0.008,1.8,1.2,0.2,2.1,0.274,68.6
50.3,0.878,0.01,5.6,1.7,0.2,3.7,0.058,83.5
50.5,0.873,0.022,1.1,4.6,0.8,4,0.087,80
50,0.944,0.006,1.6,0.7,0.3,2.4,0.063,89
50.4,0.919,0.009,1.9,1.6,0.3,3.3,0.084,84.7
49.6,0.937,0.008,2,1.1,0.2,2.2,0.304,65.8
48.3,0.765,0.007,16.9,0.9,0.2,4.9,0.042,73.8
48.1,0.909,0.028,1.4,2.1,0.4,2.4,0.519,42.1
50.9,0.954,0,0.4,1.9,0,2.3,0.045,91.8
49.5,0.926,0.018,2.1,1.1,0.2,2.2,0.399,55.7
48.7,0.877,0.014,5.4,1.5,0.3,3.6,0.098,79.8
50.1,0.863,0.029,1.1,4.8,0.5,4.5,0.071,80.6
50.7,0.913,0.01,2.2,1.8,0.2,3.4,0.037,88.4
50,0.701,0.067,1.1,16.4,0.8,4.9,0.094,62.4
49.1,0.833,0.029,1.8,5.4,1,5.6,0.072,77.7
49.7,0.919,0.012,1.3,2.3,0.2,3.2,0.088,84.2
49.4,0.929,0.006,2.8,0.8,0.2,2.8,0.123,81.9
50,0.929,0.008,1.8,1,0.2,3.1,0.097,84.5
49.7,0.943,0.004,1.9,0.7,0.1,2.6,0.031,91.6
48.4,0.883,0.014,4.5,1.3,0.4,4.1,0.089,81.6
49.5,0.824,0.008,12.6,1,0.2,3,0.19,66.4
49.8,0.899,0.01,3.1,2.2,0.2,3.7,0.09,82.6
48.9,0.913,0.007,4,0.7,0.1,3.1,0.036,88.8
50.3,0.761,0.074,1.7,6.6,1.5,6.7,0.102,68.4
51.9,0.945,0.006,0.9,1.5,0.1,2.5,0.059,89.4
50.4,0.908,0.009,2.7,2.2,0.3,3,0.178,75.4
49.3,0.93,0.007,2.1,1.1,0.1,3,0.06,88
49.7,0.802,0.031,1.6,10.2,0.5,4.4,0.097,72.1
50.3,0.898,0.019,1.7,2.3,0.4,3.8,0.052,85.6
50,0.894,0.005,5.8,0.7,0.2,3.3,0.035,86.8
50.9,0.829,0.034,1.7,5.7,1,5.2,0.084,76.3
50.5,0.936,0.004,1.5,1,0.2,3.2,0.034,90.8
49.1,0.922,0.021,1.4,1.7,0.3,2.4,0.212,72.5
50.4,0.873,0.012,3.2,4.3,0.3,3.7,0.089,79.9
48.9,0.851,0.023,0.7,7.7,0.3,3.9,0.056,80.3
49.9,0.88,0.015,6,1.5,0.2,2.8,0.477,45
46.4,0.94,0.032,1.1,0.5,0.1,1.2,0.039,90.6
49.7,0.842,0.005,11.3,0.4,0,3.5,0.024,82.9
50.2,0.961,0.01,1,0.7,0,1.2,0.024,94
48.9,0.861,0.006,10.2,0.4,0,2.7,0.015,85.2
50.4,0.889,0.025,3.1,3.2,0.1,2.1,0.08,82.2
49.3,0.979,0.005,0.4,0.2,0,1,0.019,96.3
48.9,0.918,0.007,4.8,0.4,0,2.4,0.016,90.7
49.9,0.951,0.007,0.5,2.4,0.1,1.3,0.04,91.5
48.1,0.952,0.016,0.6,1.5,0,1.1,0.016,94
49.5,0.975,0.005,0.7,0.5,0,0.7,0.042,93.6
49.2,0.96,0.015,0.7,0.6,0.1,1.2,0.029,93.5
48.6,0.963,0.02,0.3,0.5,0,0.9,0.011,95.3
50.4,0.861,0.054,0.5,5.6,0.1,2.5,0.062,80.7
47.3,0.949,0.031,0.5,0.6,0.1,0.9,0.046,90.6
50.8,0.971,0.007,0.7,0.5,0,1.1,0.027,94.6
50.1,0.93,0.012,2,0.9,0,2.8,0.014,91.9
49.6,0.947,0.007,0.5,2.9,0,1.2,0.018,93.1
50.7,0.928,0.01,0.6,3.8,0.1,1.7,0.023,91
48.6,0.969,0.004,0.8,0.4,0,1.5,0.01,96.1
50.8,0.952,0.016,0.6,1.3,0,1.3,0.049,90.8
49,0.813,0.01,14.3,0.3,0.1,2.9,0.02,80.5
47.8,0.968,0.013,0.3,0.9,0,0.8,0.014,95.5
50.4,0.974,0.006,0.3,0.7,0,1,0.029,94.6
49.7,0.973,0.006,0.5,0.7,0,0.8,0.046,93.1
50.1,0.976,0.005,0.2,0.6,0,1,0.018,96
49.9,0.972,0.003,0.9,0.3,0,1.3,0.01,96.4
46.4,0.885,0.022,7.1,0.4,0.1,1.7,0.033,86.3
50.1,0.965,0.01,0.5,0.9,0,1.2,0.069,90.1
47,0.943,0.024,1.6,0.5,0.1,1.1,0.029,92
50.6,0.877,0.073,0.7,1.6,0.1,2.5,0.126,76.8
49.3,0.975,0.005,0.6,0.4,0,1,0.023,95.5
51,0.918,0.015,0.5,4.6,0,1.7,0.017,90.4
49.3,0.979,0.004,0.6,0.5,0,0.6,0.038,94.6
49.6,0.963,0.007,1.3,0.4,0,1.3,0.019,94.8
49.2,0.965,0.014,0.5,0.6,0,1,0.015,95.3
50.1,0.946,0.008,0.7,2.8,0,1.1,0.035,91.6
49.7,0.915,0.008,0.6,5.7,0,1.3,0.026,89.3
49.8,0.97,0.005,0.7,0.6,0,1.2,0.015,95.7
49.2,0.971,0.005,0.7,0.6,0,1.1,0.029,94.4
50.7,0.128,0.008,82.2,2.1,0,2.1,0.053,12.1
51.7,0.653,0.272,0.9,3.9,0,2.6,0.142,53
49.6,0.948,0.015,1.3,0.8,0.1,1.4,0.04,91.4
48.9,0.968,0.003,1.4,0.4,0,1,0.017,95.4
49.9,0.965,0.005,1,0.5,0,1.4,0.014,95.4
50.2,0.919,0.013,1.8,3.4,0.1,1.5,0.041,88.4
50.9,0.948,0.015,0.3,2.2,0,1.1,0.027,92.4
50,0.981,0.006,0.3,0.3,0,0.7,0.014,96.9
50.4,0.966,0.006,0.5,0.9,0,1.4,0.019,95
49.5,0.968,0.004,1.1,0.5,0,1.2,0.017,95.4
49.8,0.946,0.008,0.5,2.9,0,1.3,0.03,91.9
49.3,0.967,0.005,0.6,0.7,0.4,1.2,0.016,95.3
50.5,0.842,0.117,0.6,1.3,0.1,2.2,0.125,73.1
49.7,0.974,0.006,0.4,0.6,0,0.9,0.024,95.2
50.9,0.909,0.051,0.5,1.2,0.1,2.2,0.082,83.6
49.8,0.973,0.006,0.6,0.4,0,1.1,0.017,95.8
50.3,0.958,0.008,1.4,0.8,0,1.2,0.049,91.5
49.3,0.786,0.006,17.2,0.4,0,3.2,0.021,77.4
50,0.889,0.004,8,0.5,0,2.1,0.026,87.3
49.8,0.911,0.018,0.5,5.1,0.1,1.4,0.06,85.6
50.1,0.964,0.007,0.5,1,0,1.4,0.023,94.4
49.1,0.981,0.004,0.3,0.4,0.1,0.8,0.018,96.6
49.6,0.973,0.005,0.6,0.7,0.1,0.9,0.068,91.3
50.2,0.979,0.004,0.2,0.4,0,1,0.016,96.5
49.5,0.865,0.004,11.3,0.4,0,1.4,0.019,85.4
50,0.96,0.013,0.5,1.1,0.1,1.2,0.111,85.6
50.4,0.962,0.005,1.4,0.5,0,1.5,0.016,94.9
50.3,0.961,0.011,0.4,1.2,0,1.1,0.03,93.4
50.9,0.936,0.014,0.3,3.3,0.1,1.3,0.046,89.4
49.7,0.974,0.004,0.7,0.5,0,1,0.03,94.8
47.3,0.955,0.021,0.8,0.5,0.1,1,0.064,89.8
49.7,0.93,0.02,0.7,2.7,0,1.6,0.039,89.6
50.6,0.954,0.007,0.9,2,0,1,0.027,93.1
51.1,0.967,0.01,0.5,0.2,0,1.5,0.008,96.1
50.7,0.884,0.075,0.3,1.1,0,2.7,0.039,85.1
50.3,0.985,0.006,0.1,0.1,0,0.6,0.005,98
49.7,0.977,0.006,0.3,0.3,0,1,0.007,97.2
51,0.967,0.016,0.1,0.4,0,1.2,0.008,96
51.3,0.913,0.051,0.2,1.2,0,2.1,0.014,90.2
49.8,0.982,0.003,0.3,0.2,0,1,0.011,97.2
49.9,0.983,0.002,0.2,0.1,0,1.2,0.005,97.8
45.2,0.964,0.019,0.3,0.3,0,1.1,0.007,95.8
49.6,0.934,0.047,0.3,0.2,0,1.3,0.011,92.5
39.9,0.838,0.128,0.9,0.8,0.1,1.5,0.062,79
50.3,0.978,0.009,0.2,0.2,0,0.9,0.013,96.7
51.1,0.946,0.029,0.4,0.4,0,1.6,0.014,93.5
49.3,0.97,0.013,0.2,0.3,0.1,1.1,0.013,95.9
51.6,0.955,0.026,0.1,0.3,0,1.5,0.012,94.5
49.7,0.945,0.03,0.2,1.1,0,1.1,0.036,91.7
51.1,0.958,0.017,0.2,0.6,0,1.6,0.016,94.3
50.7,0.979,0.005,0.3,0.4,0,1,0.008,97.2
50.8,0.886,0.068,0.3,1.8,0.1,2.5,0.055,83.7
51.8,0.889,0.076,0.2,1.2,0,2.2,0.011,88
50.6,0.975,0.006,0.2,0.4,0,1.2,0.01,96.6
50.3,0.987,0.003,0.1,0.1,0,0.7,0.007,98.1
50.4,0.967,0.02,0.1,0.3,0,0.9,0.009,95.9
50.8,0.941,0.035,0.3,0.6,0,1.6,0.012,93
50.7,0.976,0.007,0.2,0.4,0,1,0.01,96.7
51.9,0.974,0.009,0.2,0.4,0.1,1.1,0.006,96.8
50.6,0.894,0.09,0.2,0.2,0,1.2,0.006,88.9
52.1,0.912,0.063,0.2,0.6,0,1.7,0.01,90.4
50.4,0.949,0.031,0.2,0.4,0,1.4,0.009,94.2
50.7,0.965,0.019,0.1,0.4,0,1.1,0.006,95.9
48.6,0.908,0.039,0.2,3.2,0.1,1.9,0.02,89
50.6,0.973,0.008,0.3,0.2,0,1.5,0.008,96.6
50.4,0.969,0.008,0.4,0.4,0,1.4,0.012,96
50.7,0.977,0.003,0.6,0.4,0,1,0.007,97
52.1,0.932,0.037,0.2,0.9,0,2,0.011,92.4
48.7,0.957,0.024,0.3,0.2,0.1,1.3,0.011,94.8
46.4,0.97,0.015,0.2,0.1,0,1.1,0.009,96.2
48.4,0.972,0.011,0.3,0.2,0,1.3,0.015,95.8
48.5,0.974,0.013,0.2,0.2,0,0.9,0.009,96.5
50.8,0.966,0.011,0.3,0.9,0.1,1.1,0.011,95.6
49.9,0.887,0.082,0.3,1,0,1.7,0.015,87.6
48.3,0.969,0.015,0.3,0.3,0,1,0.008,96.1
50.3,0.984,0.004,0.2,0.2,0,0.9,0.007,97.7
50.4,0.98,0.004,0.2,0.3,0,1,0.009,97.1
55.2,0.926,0.052,0.3,0.3,0,1.5,0.018,91.2
49.3,0.971,0.011,0.3,0.4,0,1.1,0.009,96.3
49.4,0.982,0.004,0.3,0.2,0,0.8,0.008,97.5
50.5,0.987,0.003,0.2,0.2,0,0.7,0.007,98.1
50.4,0.974,0.009,0.2,0.5,0,1,0.012,96.3
51.2,0.98,0.005,0.3,0.4,0,0.9,0.007,97.4
50.6,0.98,0.004,0.1,0.3,0,1.3,0.006,97.5
50.6,0.981,0.005,0.1,0.4,0,0.9,0.007,97.5
49.5,0.98,0.003,0.2,0.2,0,1.2,0.007,97.3
51.6,0.964,0.012,0.2,0.6,0,1.5,0.01,95.5
50.5,0.979,0.007,0.2,0.1,0,1.1,0.005,97.4
47.7,0.916,0.018,1.1,3.1,0.1,2.4,0.094,83.4
49.7,0.959,0.009,1.3,0.4,0,1.4,0.091,87.8
48,0.95,0.009,1.5,0.6,0.1,1.9,0.082,87.8
45.6,0.941,0.015,1.7,1,0.1,1.7,0.173,78.1
49,0.956,0.01,1.3,0.6,0.1,1.4,0.077,88.7
49.5,0.963,0.011,0.9,0.4,0,1.3,0.026,94.1
50,0.747,0.007,21.2,0.6,0.1,2.8,0.067,70.3
47.9,0.959,0.012,1.1,0.7,0.1,1.1,0.104,86.2
50.3,0.955,0.007,1.6,0.5,0.1,1.6,0.04,92
49.4,0.954,0.008,1.3,1,0,1.5,0.048,91.3
49.6,0.913,0.034,1.3,1.3,0.2,2.5,0.143,78.7
49.3,0.966,0.008,1.1,0.4,0.1,1.1,0.045,92.6
49.5,0.938,0.017,1.4,0.9,0.1,2.1,0.081,86.8
54.3,0.95,0.011,1.2,0.4,0,2.3,0.026,92.7
50.1,0.956,0.011,0.9,0.8,0.1,1.4,0.058,90.4
49.1,0.963,0.007,0.8,0.5,0.2,1.5,0.081,88.9
50,0.952,0.01,1.4,0.9,0.1,1.4,0.042,91.6
46.3,0.948,0.013,1.1,1.3,0.1,1.5,0.081,87.5
48.1,0.943,0.015,1.3,0.9,0.2,1.8,0.158,79.7
48.2,0.949,0.012,1,1.3,0.1,1.5,0.152,80.9
49.6,0.954,0.009,1.2,0.5,0.2,1.8,0.092,87.3
49.3,0.948,0.008,1.7,0.7,0.1,1.8,0.139,82.7
47.4,0.95,0.007,1.7,0.4,0,2.2,0.042,91.5
