votes_dem_2016,votes_gop_2016,total_votes_2016,AGE135214,AGE295214,age65plus,SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214,POP715213,POP645213,NonEnglish,Edu_highschool,Edu_batchelors,VET605213,Income,INC110213,Poverty,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,Density
3137,8153,11815,5.3,21.6,17.2,48.1,0.856,0.116,0.6,0.4,0.1,1.8,0.033,82.7,87.8,0.9,1.7,83.4,12.3,3202,19286,41193,14.2,472,5876,-3.7,1793,2636,0,0,0,0,0,23.8,858460,77002,207424,6511,16843,0,615.2,53.5
1350,3155,4634,6.9,26.1,16.9,51.3,0.758,0.209,1,0.7,0.1,1.4,0.11,65.7,88.8,6.2,12.4,76,12,875,18707,35879,23.2,300,5881,-1,740,955,0,0,0,0,0,0,1081066,45101,160839,11402,9151,3,588.55,23.4
2878,9925,13443,6.4,24,17,51.3,0.945,0.023,0.7,0.8,0.2,1.5,0.059,89.3,83.4,3.6,4.3,82.5,14.4,2826,20289,35026,23.7,779,13970,-8.9,2431,3110,0,0,0,0,0.8,26.3,920041,174997,384242,11132,34685,48,763.95,48
1111,4042,5396,4.5,18.2,25,47.6,0.954,0.018,1.1,0.3,0,1.4,0.019,93.8,86.6,2.3,2.5,79.8,11.7,1605,18040,30661,18.7,206,1988,3.2,847,0,0,0,0,0,0,0,0,0,104699,8035,3275,3,580.58,23.6
1583,3262,5093,5.6,20.4,16.7,50.3,0.796,0.176,0.7,0.4,0.1,1.6,0.029,77.1,79.1,0.8,1.7,75.6,8.8,1352,15609,30284,28.4,327,3890,1.9,842,1110,0,0,0,0,0,17,0,95424,190887,11203,9669,5,633.94,28.4
15721,9231,25683,6.2,23.3,15.1,50.8,0.417,0.555,0.4,0.9,0.1,1.3,0.019,40.3,85.1,1.4,3.1,83,17.5,5858,19353,37140,23.9,1371,21243,-3.4,3802,4083,28.1,0,2.9,0,0,25.6,0,0,867380,10922,87074,55,870.75,88.9
2421,6072,8997,7.1,24.8,15.8,50.3,0.934,0.021,1.2,1.2,0.1,1.9,0.135,81.1,86.2,6.3,12.1,79.7,14.7,1887,19366,31003,20.1,394,7204,-4.5,1376,2100,0,0,0,0,0,28.6,546790,44214,196775,7942,20545,3,659.8,38.7
1028,1750,2835,4.7,20.2,21.5,51.7,0.611,0.371,0.4,0.5,0,1,0.02,59.7,89.7,0.7,1.2,77.5,10.7,534,17212,29732,24.1,111,780,0.8,321,0,0,0,0,0,0,0,0,0,32850,4257,1519,0,528.27,14.5
1263,4064,5629,5.6,22.6,19.3,50.5,0.971,0.01,0.5,0.2,0,1.2,0.013,96,88.8,0.6,1.4,77.4,10.4,1443,15971,32239,25.4,274,2790,-1,1154,1434,0,0,0,0,0,24.1,0,57963,163661,9703,9250,3,587.61,29.6
1735,1229,3004,5.4,19.6,16.7,44,0.431,0.542,0.6,0.5,0,1.6,0.027,41,87.7,0.8,1,70.1,7.1,485,12529,25034,31.5,127,907,-5.1,643,532,0,0,0,0,0,23.7,0,84657,35796,3345,2793,0,602.62,17.3
1252,2455,3814,4.4,17.8,13.5,38.9,0.677,0.303,0.4,0.3,0,1.2,0.036,64.8,88.2,1.5,3.3,73.5,7.9,901,15023,32697,27,155,1636,6.9,575,586,0,0,0,0,0,32.8,0,0,57549,4202,0,0,561.52,25.2
1397,3604,5192,5.3,22.2,19.5,50.9,0.757,0.197,1.9,0.4,0,2.2,0.031,73.3,84.9,1.4,3,83.4,10.6,1218,19880,39673,14,162,2713,0,598,863,0,0,0,0,0,21.4,0,13527,88228,6846,6101,1,532.25,24.7
1712,5737,7839,5.6,22.4,19.2,50.2,0.937,0.015,1.2,1.9,0,1.7,0.027,91.4,84.9,1.2,2.6,81.3,11.7,2058,19046,34996,17.6,377,4054,3.7,1218,1924,0,0,0,0,0,0,692089,0,178072,7855,10022,8,708.13,31.6
5638,19902,26766,6.7,26.4,12.6,50.5,0.904,0.062,0.7,0.9,0.1,1.8,0.04,86.8,85.3,2.1,2.5,86.7,18.2,7426,23218,52582,13.2,1002,10181,2.7,4220,5253,4.1,0,0.7,0,2.2,21.5,0,161592,497238,7821,46387,263,770.73,88.7
1587,4917,6782,6.2,23.5,17.5,49.9,0.952,0.004,1.7,0.8,0.4,1.6,0.054,90.4,88.3,2.3,4.7,76.6,10.3,1279,18754,35771,22.6,189,2422,1.7,1237,1202,0,0,0,0,0,0,0,0,114683,7381,3245,0,834.26,18.8
1377,5077,6718,4.4,17.3,26.8,50.3,0.965,0.004,0.9,0.3,0.1,1.8,0.023,94.6,88.5,2.4,1.9,83.6,12.9,2267,18188,34494,18.9,213,3002,2.6,1165,2094,0,0,0,0,0,0,350144,0,87884,5291,8605,2,597.01,27.9
4273,11293,16015,7,24.1,15.2,50.8,0.717,0.251,0.8,0.6,0.1,1.8,0.031,69.3,80.8,0.9,3.2,85.1,13.9,3406,20636,41319,19.5,704,10926,-3.1,2423,3160,11.3,0,1.1,0,0,18.9,712872,0,407683,9503,43650,37,625.58,69.5
5621,6988,12995,7,26.7,13.4,51.3,0.628,0.349,0.5,0.5,0,1.3,0.04,59.4,82.1,1.8,4.2,77.8,13,3002,18905,36428,24.9,836,17787,17,2083,2231,13.4,0,0,0,0,28.9,5010206,0,421872,9051,45822,30,900.57,51.6
1298,1400,2766,5.8,21.2,20.3,52.5,0.567,0.403,0.7,0.6,0,1.7,0.022,55.1,87.6,0.8,1.5,75.3,11.3,629,16939,27263,28.8,197,1723,1.4,534,832,0,0,0,0,0,0,0,64682,82241,9599,8190,1,607.12,13.4
735,2573,3445,4.3,19.2,25.4,50.1,0.951,0.006,1.3,0.7,0,2.3,0.036,92.3,86.1,1.7,3.8,82.3,12.9,1139,19021,31345,22,141,920,2.6,740,922,0,0,0,0,0,0,0,0,32370,3570,18197,0,779.88,12.2
1156,2001,3233,6.4,22.7,19.4,50.6,0.671,0.305,0.5,0.4,0.1,1.6,0.033,64.1,87,1,2.7,82.1,12.8,762,18695,33694,26.5,123,1948,3.1,471,622,0,0,0,0,0,0,0,0,136792,14660,3228,0,617.84,14.6
699,2875,3731,4.8,19.5,24.3,49.5,0.955,0.003,1.5,0.3,0,2.4,0.018,94,94.2,0.8,0.9,79.8,12.7,838,17884,30038,23.5,83,759,15.3,697,1027,0,0,0,0,0,0,0,0,13268,1596,3264,1,820.9,10.1
4320,5347,9881,6.2,23,18.3,52.6,0.57,0.403,0.4,0.5,0.1,1.8,0.022,55.4,89.4,1,1.6,84.7,15.5,2039,18975,32015,23.1,530,7423,-2.4,1292,2153,13.6,0,0,0,0,0,0,0,185662,7135,14614,3,732.78,35.6
1035,2979,4213,5.2,22.1,17.9,50.3,0.948,0.022,0.8,0.2,0,2,0.028,92.4,87.6,0.8,0.8,84.6,11.9,1002,22047,42455,15.6,107,816,0.5,700,636,0,0,0,0,0,0,0,1528,32763,3162,1718,1,551.4,18.9
4292,2443,6894,8,27.2,16.3,53,0.365,0.616,0.4,0.4,0,1.2,0.017,35.6,82.1,0.6,1.9,72.8,12,1271,16830,26737,33.5,414,4195,1.2,1419,1791,26.7,0,0,0,0,33.4,0,0,229411,10468,13481,34,695.66,31.3
684,3150,3956,5.8,22.8,18.6,50.2,0.933,0.035,1.1,0.7,0,1.5,0.066,87.6,84.3,3.7,5.5,80.1,13.8,862,18377,32206,24.8,201,1792,5,866,964,0,0,0,0,0,15.1,0,92105,52793,4876,6825,0,600.62,18.8
1878,3149,5283,6.4,23.7,17.1,51.4,0.898,0.08,0.3,0.3,0,1.6,0.027,87.5,81.7,1.3,2.3,73.3,8.6,1835,16919,32089,28.1,365,3546,-1.9,1424,1682,0,0,0,0,0,20.3,172016,0,193122,7762,11615,9,758.39,32.4
1210,6606,8121,5.9,23.4,21.7,50.8,0.945,0.005,2,0.6,0,2.4,0.064,88.6,88.1,2.8,4.7,85.1,12.3,2163,19116,32835,23.1,453,5036,-2,1461,1931,0,0,0,0,0,22.6,303468,47813,176896,8785,14410,2,857.68,24.1
4818,15694,21545,6.2,22.8,14.4,50.1,0.924,0.032,1,1.2,0.1,2.1,0.084,84.8,83.4,3.5,6.9,81.9,20.7,4459,19918,40453,19.3,1536,23438,0.5,3684,5192,0,0,0,0,1.8,21.3,1436684,234454,919267,15530,79437,53,812.55,76
812,2503,3404,5,20.2,22,50.6,0.867,0.117,0.4,0.1,0,1,0.012,85.7,90.2,0.3,0.8,78.6,9.3,824,18137,34855,21.2,157,905,0.3,496,572,0,0,0,0,0,9.3,0,28389,39496,4481,4266,11,647.96,13.4
89377,61182,157728,7,23.7,13.5,52,0.592,0.36,0.5,2.2,0.1,2,0.06,54,83.3,5.2,7.9,89.2,31.2,31984,27414,46013,17.2,12010,204171,0.7,26975,35392,14.1,1.2,2,0,2.1,26.7,5969537,13418974,6163074,16435,809950,1142,759.76,503.8
1425,4508,6313,5.7,22.5,19.9,50.9,0.968,0.009,0.5,0.4,0,1.3,0.019,95.2,85.4,0.6,1.6,80.4,12.3,1405,18871,34418,21.8,325,3500,5.4,1252,1427,0,0,0,0,0,14.2,148093,39297,137421,7618,13904,11,652.19,27.6
13247,35852,51971,6,23.8,17.1,51,0.903,0.066,0.6,1.1,0.1,1.4,0.042,86.6,88.4,2.2,4.3,89.2,23.4,10509,25962,55348,8.6,1837,19290,1.5,7532,9517,1.7,0,1.5,0,0,23.9,366948,265183,1157723,12137,81237,326,723.6,148
507,2378,3017,5.7,23.6,18.7,49.6,0.911,0.007,2.3,3.8,0,2.1,0.076,84.3,85.6,4.8,9.4,77,11.6,961,18934,37448,20,154,2178,0.3,613,776,0,0,0,0,0,0,203046,9183,48651,4308,3086,42,892.32,12.6
601,2955,3698,5,20.3,23.6,49.6,0.955,0.003,1.4,0.2,0,2.5,0.021,93.7,91.8,0.8,1.5,74.1,12,745,16731,30779,26.1,116,1083,3.3,754,728,0,0,0,0,0,19.8,0,0,59109,7339,2859,0,666.1,12.3
12184,28769,43557,6.8,24.5,14.5,51,0.829,0.068,2.3,4.5,0.3,3.4,0.134,71.1,84.7,9.5,14.5,82.2,19.2,10175,23222,40471,21.2,3482,61045,-2.4,8225,10763,2.5,1.5,3.4,0,2.2,0,5676530,1313822,1825534,14995,207768,414,531.91,236.4
1075,3281,4517,7.7,28.8,13.6,50.3,0.89,0.045,3.3,0.5,0.3,2.4,0.327,58.6,83.8,16.9,28.6,66.3,8.6,1055,16021,35153,24.4,270,4148,-21.1,779,908,0,0,0,0,3.6,25.3,0,0,160591,9806,6925,8,565.13,30.2
1472,5405,7190,5.2,20.4,25.7,50.6,0.959,0.008,1,0.4,0,1.9,0.021,94,87.6,1.4,3.4,83,11,2092,16714,30861,23.9,309,2394,-1.8,1276,0,0,0,0,0,0,0,0,0,155959,8792,12969,8,604.44,28.6
4031,3195,7412,6.4,22.5,13.9,45.1,0.445,0.527,0.7,0.6,0,1.5,0.044,41.1,83.8,2.4,5.9,76,11.7,1905,15511,30873,28.4,462,5148,-5,1882,2007,33.3,0,0,0,1.4,38.8,0,0,353772,13206,28530,0,634.77,44.5
1189,4081,5527,4.9,20.1,25.4,50.4,0.966,0.004,0.8,0.4,0,1.8,0.018,95,84.5,0.8,1.3,78.9,14.2,1342,17403,29832,25.5,234,2024,-2,1183,1918,0,0,0,0,0,17.8,0,32552,108393,9100,12052,8,606.41,20.4
5667,10201,16338,6.5,23.9,16.6,51.4,0.644,0.326,0.6,0.8,0.1,1.5,0.036,61.5,86.1,2.1,4,82.4,16.1,3090,20718,37435,21.5,1140,16689,2.3,2733,3612,10.5,0,0.7,0,0,27.4,3901892,0,526384,12261,39958,87,1039.21,40.1
1547,5382,7111,4.9,19.7,24.6,50.3,0.963,0.005,0.9,0.4,0,1.9,0.031,93.5,88,1.6,2.8,81.4,13.6,1901,18782,32517,24.5,338,3484,-4.2,1259,1819,0,0,0,0,0,0,0,50733,152073,9238,12534,3,708.14,24.4
32296,40418,78153,7.4,25.3,10.7,49.9,0.873,0.035,1.5,2.6,2.5,2.6,0.162,72.2,75.2,11.6,18,82.6,28.7,12056,23264,41248,20.7,4934,79392,0.5,14580,17653,0,1.5,1.2,0,4.4,22.4,3497554,1328121,2723279,13987,355688,1131,941.97,215.6
5157,21038,27451,6.5,23.8,15.1,51.1,0.922,0.046,0.7,0.7,0.1,1.9,0.042,88.4,82.8,2.5,4.3,82.6,18.1,6022,21793,42487,17.5,1519,22276,-4.6,5198,7525,1,0.6,0,0,0.7,17.2,1168164,0,803511,10907,79764,116,1035.08,74.5
1117,1344,2550,5.7,21.9,21.2,52,0.707,0.269,0.3,0.2,0.1,1.7,0.015,69.5,89.8,0.7,0.5,73.6,10.1,581,19087,28259,24.3,138,1307,1,393,391,0,0,0,0,0,24.6,0,90943,64736,8451,1311,0,586.79,12.4
1472,4600,6389,6.5,25.1,17.1,50.2,0.939,0.021,1,1.6,0.1,1.4,0.189,76.1,84.7,12.7,19.1,71.3,9.4,1426,16992,35535,22.7,307,4940,1,1159,1297,0,0,0,0,0,24.3,449599,5811,109292,5001,9171,1,929.98,23.9
12196,5315,18659,7.6,29.3,13.5,50.6,0.234,0.009,73.5,0.4,0.1,1.8,0.064,19,91.7,1.7,57,74.5,10.4,4109,12709,31476,36.2,463,6796,-2.4,2644,3732,0,31,0,0,6.2,0,0,18138,276872,3997,47781,38,11197.52,6.4
15291,25036,43147,6.5,22.4,19.9,49.2,0.879,0.047,1.7,2.2,0.4,3.1,0.346,56.1,80.9,11.6,27.4,85.8,22.5,18795,23608,45755,17.1,2245,26387,-3.1,6369,8740,2.5,0.7,2.3,0,15.5,33,181316,102250,1313671,10284,171397,261,6165.69,21.3
25308,16573,44929,6.1,21.8,11.1,50.6,0.664,0.016,27.3,1.8,0.2,2.8,0.139,54.9,79.8,5.3,23.5,87.6,31.1,8084,23382,49555,23,3518,44834,0.9,8342,11407,0,7.6,2.1,0,5.6,31.1,1526810,475616,1691664,13273,717689,560,18618.89,7.2
6746,13672,21398,5.7,20.4,26.6,50.4,0.802,0.009,16.5,0.8,0.1,1.6,0.188,63.2,88.3,3.4,14.4,84.3,16.1,6166,20792,39954,21.6,1013,10780,-5.5,3387,5250,0,4.3,0,0,0,28.7,0,0,550763,10545,106693,101,4757.93,11.3
3301,8025,11939,7.7,28.3,12.3,46.5,0.811,0.021,14,0.7,0.2,1.8,0.321,51.4,83.7,5,20.1,84.4,12.3,2695,17168,44943,22.3,487,6499,2.4,1314,1603,0,0,0,0,0,0,0,67967,389416,11211,34671,87,4622.6,8.1
1092,1892,3243,6.8,28.1,11.6,47.7,0.915,0.018,3.3,0.8,0.2,2.3,0.466,47.8,83.7,4.7,24.3,84.3,11.1,820,20516,47992,16,90,4834,5.8,220,538,0,0,0,0,0,0,0,0,35595,4587,4888,1,1843.13,4.6
1318,3381,4931,4.6,17.4,36.1,48.9,0.771,0.012,17.8,0.9,0.1,2.9,0.257,59.3,88.7,13.5,18.8,75.3,9.3,3044,22200,35776,19.4,345,3739,-2.7,793,1241,0,2.7,0,0,0,32,0,65901,394370,19588,37986,26,4499.63,4.6
549040,590465,1201934,6.7,25.1,13.8,50.6,0.844,0.057,2.8,4.1,0.3,2.8,0.303,57,80,14.9,26.3,86.4,29.8,271518,27256,53596,16.7,86045,1491582,2.3,275014,311765,2.4,1.2,3.9,0,9.2,27.3,40182099,49760315,58688328,15153,8408940,18597,9200.14,414.9
16485,54656,74189,4.6,18.7,26.9,49.7,0.92,0.013,2.9,1.2,0.2,2.3,0.158,78,79,6.9,10.9,83.8,11.9,26193,20833,39200,19.4,3603,39476,0.1,10217,14568,1.1,2.6,1.6,0,4.6,25.9,1349965,423845,2837691,14489,274299,535,13311.08,15
15362,18165,35409,7.3,28,15.8,49.8,0.51,0.013,44.9,0.7,0.1,2,0.111,42.2,86.6,2.6,36.8,80.6,14.9,7144,16626,36927,30.3,1692,16802,-0.8,5261,6709,0,11.8,0,0,0,24.7,0,209493,1237467,11148,191458,191,9950.42,10.8
195649,147019,360762,5.9,21.9,17.7,50.8,0.855,0.041,4.3,3.1,0.2,2.8,0.361,53.3,79.6,12.8,28.5,87.2,29.8,92409,25269,45841,19.2,19962,305393,0.1,60686,75853,1.3,1.4,3.4,0,14.1,30.1,10365206,3056767,11928538,11969,2135243,3250,9187.04,106.7
35737,53857,93805,6,24.4,18,47.8,0.832,0.049,6.8,1.9,0.4,2.8,0.292,57.9,79.8,10.1,21.9,84.7,18,35852,20910,50027,15.6,3311,46431,3.4,15902,15591,3.1,1.9,0,0,12.7,27,2149874,450438,2033110,6718,341933,1744,5365.61,70
10684,3650,14926,7.3,28.3,15.8,52,0.962,0.009,1.3,0.7,0.1,0.8,0.828,15.6,86.9,33.5,76.9,72.5,19.8,2223,17664,37745,26.3,1145,10954,-0.1,4032,4599,0.6,0,1.6,0,47.1,25,0,0,681267,15958,67226,44,1236.92,38.3
29705,58862,92780,4.1,17.4,28.1,51.1,0.936,0.009,2.1,1,0.1,2.2,0.142,80.9,80.7,6.8,10.4,90.2,24.2,27950,25186,42987,15.8,5548,53338,1,17762,23563,0,0.8,1,0,6.9,25.4,763989,831416,2695406,12714,456458,968,8123.5,26
18336,20586,40759,7.5,26.2,17.4,48.8,0.913,0.027,2.2,1.5,0.3,2,0.617,32.9,82.7,25.3,51.2,71.9,14.3,15380,18840,41595,20.2,2851,39710,-0.6,8290,10158,0,2.4,2.1,0,33.9,29.8,891604,0,2004643,10596,271852,594,5513.99,35.5
486351,91189,613195,6.1,21.4,12.5,51,0.517,0.121,1.1,28.9,1,5.2,0.227,32.8,84.1,30.8,43.1,86.4,41.8,63738,35763,72112,12.5,37108,598309,1.9,124216,140342,6.8,0,24.4,0,8.9,32.2,25236865,35674007,17909054,12359,2807766,3438,739.02,2043.6
318,211,575,3.3,20,21.1,48,0.703,0.003,24.7,1.3,0,3.4,0.096,64.7,84.8,3.8,9.9,90.4,31.2,177,25527,58636,16.6,36,176,-71.5,101,122,0,0,0,0,0,0,0,0,0,0,0,3,738.33,1.6
5904,10239,17186,3.7,15.3,25.1,46.9,0.907,0.021,2.2,1.4,0.2,3.3,0.13,79.6,86.1,5.7,9.6,88.1,19.3,4631,27347,53684,12.6,786,7768,2.9,2678,3491,0,0,0,0,0,23,142958,0,1800754,46797,61202,22,594.58,64.1
38676,42193,87847,5.4,20.2,17,50.5,0.866,0.018,2.5,4.6,0.3,4.2,0.155,73.5,79.1,7.5,13.6,87.7,24.4,18453,23787,43752,20.4,4637,56166,4.6,13031,17307,1.2,0,2.7,0,0,30.9,987397,796397,2400652,11025,355840,550,1636.46,134.4
7738,13072,22334,3.9,17.7,25.1,50,0.919,0.01,1.9,1.5,0.2,3.5,0.115,82.1,89.3,4.2,7,92.8,21.2,5216,29329,55295,10.9,881,5729,1.3,3521,5365,0,0,0,0,0,24.7,0,24179,292762,6249,42359,70,1020.01,44.7
2518,3464,6346,7.4,28,13.1,48.6,0.916,0.012,2.6,1.8,0.6,2.3,0.581,36.7,82.4,23.3,46.3,69.4,13.8,1126,21579,52158,12.5,376,3956,1.3,974,1234,0,0,0,0,0,25.9,288416,183229,208543,9884,91604,58,1150.73,18.6
286658,105819,415972,5.8,23.4,14.2,51.3,0.673,0.096,1,16.4,0.6,5.1,0.252,45.6,85.3,23.5,33.3,88.8,39,57474,38219,78756,10.5,22338,306661,3.5,82405,95688,4.1,1.4,14.8,0.3,10.9,31.2,32021431,6643987,11763753,11641,1562250,2001,715.94,1465.2
3485,5134,9361,5.8,21.2,15.6,45.2,0.786,0.035,9,3.7,0.2,5,0.19,63.3,78.5,6.5,15.3,79.1,14,2770,19072,37909,21.8,417,3966,-0.1,1210,1604,0,0,0,0,0,28,0,0,206291,7176,32195,9,1006.37,28.4
35243,47633,89228,4.4,20.9,18,49.9,0.898,0.01,1.3,4,0.2,3.6,0.127,78.7,85.5,8.7,12.5,93.2,32,16792,34884,69297,9,4236,40712,2.2,15627,21265,0,0,2.4,0,6.5,26.9,662228,363644,1619711,9216,301718,190,1707.88,106
123660,113949,250264,8.3,28.9,11.2,50.1,0.772,0.059,3,10.7,0.3,3,0.519,30.9,83.6,21.9,43.7,73.1,19.6,42944,20208,45563,26,15973,239776,2,49304,58745,3.9,0,11.3,0,21.4,29.4,7827264,7846791,9808267,11022,1147177,1892,5957.99,156.2
3065,5788,9379,7,26.7,14.9,49.6,0.9,0.012,2.9,3,0.2,2.7,0.404,53,86.6,17.2,36.1,72.3,14.6,1514,22148,43023,18.8,453,4574,0.1,1353,1903,0,0,0,0,16.6,26.1,278276,148410,203958,7320,30980,30,1313.95,21.4
19596,10883,33636,5.4,19.5,15.4,50,0.84,0.014,6.2,2.8,0.3,5.4,0.108,75.5,81.2,5.7,9.7,90.4,27.5,10437,23540,41426,20.4,3169,32396,0.2,11071,14689,0,2.9,0,0,0,26.9,877020,0,1726357,13428,209017,234,3567.99,37.7
23887,9318,34807,8.3,28.5,12,48.9,0.897,0.035,2.6,2.3,0.2,1.7,0.823,12.3,84,32.3,74.5,64.5,13.3,6405,16763,41807,23.3,2419,31319,3.9,9691,10129,2.6,2.6,0,0,52.2,28.8,1207866,0,1727258,10771,167799,246,4176.6,41.8
3155,4248,7996,6,20.6,21.4,49.9,0.814,0.01,12.8,1.6,0.1,3.1,0.209,64.3,88.2,10.4,14.9,88.1,21.4,1720,27441,44796,12.8,525,5085,-2.4,1298,1709,0,0,0,0,0,0,0,0,241967,13876,91666,7,10180.88,1.8
86481,119164,217725,8.4,29.4,9.9,48.7,0.827,0.063,2.6,5,0.3,3,0.515,36.2,80.4,20.6,42.1,72.4,15,44753,20295,48552,22.9,12344,195927,3.1,43515,53051,4.4,2.3,0,0.2,24,31.4,9456205,5730521,7876043,10037,940340,2297,8131.92,103.3
12902,17446,32250,7.9,27.5,9.1,44.8,0.813,0.073,3,4.4,0.3,3.6,0.532,33.7,81.1,20.1,42.8,71,12.9,10609,18429,48133,21,1575,23441,0.6,4180,6194,0,1.1,6.8,0,27.1,35,2107702,0,1035901,7017,360069,434,1389.42,110.1
6240,5752,13045,5.8,20.4,20.6,50,0.877,0.021,4.1,1.4,0.3,4.5,0.191,72.1,80.7,8.6,14.2,85.4,16.2,6777,21537,36548,25,1032,9233,1,3929,4961,0.9,0,0,0,0,31.6,0,0,557902,8630,68069,45,1256.46,51.5
2224,7574,10422,4.5,17,12.5,36.3,0.816,0.088,4.2,1.4,0.6,3.4,0.185,66,71.1,7,17.7,79.4,13.1,3119,19931,53107,16.9,409,3947,12.5,1031,1829,0,0,0,0,0,20.3,0,0,260422,7440,29679,6,4541.18,7.7
1893770,620285,2652072,6.4,22.8,12.2,50.7,0.713,0.092,1.5,14.8,0.4,2.9,0.484,26.8,86.4,35.1,56.8,76.6,29.7,331642,27749,55909,17.8,253227,3799831,3.8,945941,1046940,5.7,1.4,17.5,0.3,21.6,30.2,153343705,198435837,119111840,12236,20238148,17659,4057.88,2419.6
13283,19221,34263,7.5,27.6,12.8,51.9,0.86,0.043,4.5,2.5,0.3,2.4,0.561,35.8,87.4,21.5,44.1,68.5,13.6,8266,17847,45625,22.8,1883,25438,2.6,6970,9543,0,0,5.1,0,23.7,26.3,1452945,353109,1010216,6956,125079,214,2137.07,70.6
69518,14214,88115,4.8,20.5,19.4,51.2,0.86,0.029,1.1,6.1,0.3,3.7,0.16,72.2,85,19,23,92.4,54.6,15439,56791,90839,7.7,9654,98110,4,36468,42712,0.9,0,0,0,0,33.9,397211,2373072,4589300,18648,626574,390,520.31,485.1
3122,5185,8877,4.4,16.7,24.5,49.2,0.901,0.011,3.4,1.4,0.2,3.8,0.103,81.4,87.4,4.7,8.6,87.7,21.3,2153,26988,49820,16.1,349,3246,-1.8,1232,1437,0,0,0,0,0,0,0,0,84507,4705,132992,24,1448.82,12.6
6905,3571,11435,6.2,21.9,18.9,50.2,0.863,0.01,6.3,2.2,0.3,4,0.241,66.2,84.2,12.5,21.2,85.2,22,6798,23306,43469,20,2466,22157,2.6,8223,11015,0.3,1.9,0,0,0,27.6,773447,0,1259064,14716,194204,109,3506.34,25.1
21856,18486,42523,8.1,30,10.5,49.5,0.82,0.042,2.5,8.1,0.4,3,0.575,29.5,82.2,25.6,52.5,66.7,12.6,11102,18177,42591,25.4,2852,41183,1.1,10521,12639,2.6,0,9.1,0,24.8,30.2,3954248,0,2001290,8233,219430,169,1934.97,132.2
798,2413,3359,4.7,20.1,23.2,49.5,0.889,0.012,5.1,1.2,0.3,3.2,0.148,77.6,84.7,7.1,12.8,84.8,18.7,996,21200,36212,21,158,1228,-7.3,555,893,0,0,0,0,0,0,0,0,53025,5827,8787,8,3917.77,2.5
2696,2080,5154,5,19.5,11.8,46.7,0.916,0.008,2.9,1.8,0.3,2.7,0.279,65.8,75.1,17,22.4,83.8,29.8,850,28046,61757,8.5,562,6264,12.5,1346,2137,0,0,0,0,0,21.3,0,0,154316,12032,217352,29,3048.98,4.7
64733,26378,96676,7.7,26.4,12,49,0.826,0.035,2.7,6.9,0.6,3.7,0.574,31.2,84.1,29.9,52.6,71,23,21572,24775,59168,17,8408,101020,1.9,23865,31711,2.4,1.3,7.5,0,21.8,32.5,2227640,0,4541144,11293,1197083,361,3280.6,126.5
26161,11946,40393,5.4,21.8,16.8,50.3,0.848,0.024,1.2,8.1,0.4,3.2,0.337,53.7,86,22.4,35,83.1,31.3,9410,34795,70443,10.1,4043,58272,1.9,11274,12794,0,1.3,5.4,0,10.3,31.1,4529328,0,1665005,12619,620353,147,748.36,182.4
16199,14686,33258,4.2,17.8,23.4,50.8,0.936,0.006,1.2,1.4,0.2,3,0.092,85.6,86.2,6,7.7,94.3,32.3,10085,32346,57353,12,2966,26259,3.1,11651,14492,0,0,0,0,0,28.7,664601,0,1077159,11111,199443,290,957.77,103.1
556544,472669,1092116,6.1,23,13.1,50.6,0.735,0.021,1.1,19.6,0.4,3.3,0.343,42,84.9,30.4,45.5,83.8,36.8,131229,34057,75422,12.4,89496,1381148,2.4,278270,329380,1.3,1,19.2,0.3,12.4,28.4,49131942,97963621,45022513,15221,8247828,9291,790.57,3807.7
61969,78977,150532,5.4,22.9,17.8,51.2,0.859,0.017,1.1,7.1,0.2,4,0.135,74.2,85.1,10.6,15,93.6,35.1,29780,34886,72725,8.7,9707,129592,3.2,29974,36890,1.2,0,6.6,0,5.3,28.3,3023419,3898601,6180067,18622,773617,1990,1407.01,247.6
3224,5079,8830,4.4,17.2,24.7,49.8,0.909,0.012,3.2,1.1,0.1,3.5,0.084,84,85.9,5.1,9.7,89.9,22.6,2276,29806,45794,15.2,593,3656,-2,1529,2277,0,0,0,0,0,23,130591,0,175272,8506,30078,32,2553.04,7.8
300686,279072,609869,6.8,26.3,13.2,50.3,0.805,0.07,1.9,6.8,0.4,3.4,0.474,37.4,82.8,21.9,39.9,79.6,20.5,135139,23591,56529,16.2,34773,493307,3.4,152801,163248,5.2,0,8,0,24,30.4,13623526,16912263,24146447,11745,4835331,6761,7206.48,303.8
273768,163024,467526,6.7,24.4,12.8,51.1,0.646,0.109,1.5,15.8,1.2,6,0.225,46.6,79.8,19.9,31.2,85.9,28,94398,26739,55064,17.6,27571,428475,5.5,95166,108950,6.4,1.2,14.9,0.3,8.5,32.1,7282833,15728050,15599967,11357,2252889,1761,964.64,1470.8
8309,5530,14688,6.7,26.8,11.4,49.8,0.884,0.013,3.1,3.5,0.4,3.3,0.583,36,83.1,20.1,38.6,76.9,18.2,2715,25914,66237,11.9,927,10161,7.2,3307,3652,0,0,0,0,0,30.3,630311,319609,352941,6475,50184,105,1388.71,39.8
